E1,E2,E3,DUB,ubiquitinBinding,proteome
,,I1MCC9,,A0A1V1TNY3,Q13188
,,I1MD76,,A0A1V2L2M6,Q13191
,,I1MFE5,,A0A1V2L4I6,Q13202
,,I1MIS9,,A0A1V2L4M5,Q13203
,,I1MJM5,,A0A1V2L4V5,Q13206
,,I1MJM7,,A0A1V2L7I9,Q13207
,,I1MK61,,A0A1V2LBS6,Q13214
,,I1MRF0,,A0A1V2LD02,Q13216
,,I1MRV3,,A0A1V2LMS6,Q13217
,,I1MTQ0,,A0A1V2LMW9,Q13219
,,I1MU69,,A0A1V2LNP8,Q13224
,,I1MUQ6,,A0A1V2LSG3,Q13228
,,I1MWK2,,A0A1V2LSK4,Q13231
,,I1MYK3,,A0A1V2LTP4,Q13232
,,I1N2A0,,A0A1V4J2M1,Q13233
,,I1N2H2,,A0A1V4J4K4,Q13237
,,I1N2W9,,A0A1V4J9K9,Q13239
,,I1N3C3,,A0A1V4JBX8,Q13241
,,I1N3I6,,A0A1V4JD54,Q13253
,,I1N3T0,,A0A1V4JF04,Q13255
,,I1NA88,,A0A1V4JJV0,Q13257
,,I1NCL9,,A0A1V4JL36,Q13258
,,I1YAP6,,A0A1V4JNL0,Q13261
,,I2CVJ6,,A0A1V4JSN0,Q13263
,,I3L5J4,,A0A1V4JT54,Q13268
,,I3L5M6,,A0A1V4JTS9,Q13275
,,I3L6W2,,A0A1V4K0Y5,Q13277
,,I3L7X1,,A0A1V4K5B8,Q13283
,,I3L8U3,,A0A1V4K7I5,Q13285
,,I3L8Y1,,A0A1V4K7P5,Q13286
,,I3LA49,,A0A1V4K9T0,Q13287
,,I3LCK8,,A0A1V4KBC1,Q13291
,,I3LCZ0,,A0A1V4KJD5,Q13296
,,I3LDF8,,A0A1V4KQU1,Q13303
,,I3LG84,,A0A1V4KSI0,Q13304
,,I3LGG5,,A0A1V4KSI2,Q13308
,,I3LGM0,,A0A1V4KSU9,Q13309
,,I3LH19,,A0A1V4KVT2,Q13310
,,I3LHA7,,A0A1V4KVZ2,Q13315
,,I3LHE2,,A0A1V4KXM5,Q13315
,,I3LHR3,,A0A1V4KXV1,Q13315
,,I3LIC5,,A0A1V4KY16,Q13315
,,I3LIQ7,,A0A1V4QDJ7,Q13315
,,I3LLP4,,A0A1V5HGR8,Q13315
,,I3LLV1,,A0A1V5YBJ4,Q13315
,,I3LND9,,A0A1V6J041,Q13315
,,I3LPW1,,A0A1V6N6T1,Q13319
,,I3LR41,,A0A1V6ND03,Q13322
,,I3LRN0,,A0A1V6NJ02,Q13324
,,I3LU92,,A0A1V6NKN0,Q13325
,,I3RSH8,,A0A1V6NR60,Q13326
,,I3RSH9,,A0A1V6NRJ9,Q13330
,,I3SLN6,,A0A1V6NWB0,Q13332
,,I3T5Z4,,A0A1V6NWY9,Q13336
,,I7FTT9,,A0A1V6P5U7,Q13342
,,J9NRV4,,A0A1V6P9I5,Q13347
,,J9NWI5,,A0A1V6PAA2,Q13349
,,J9NX92,,A0A1V6PJ60,Q13356
,,J9NXB5,,A0A1V6PJ87,Q13360
,,J9NXR2,,A0A1V6PUA8,Q13361
,,J9NYI2,,A0A1V6PVC8,Q13362
,,J9NZR5,,A0A1V6PY86,Q13363
,,J9P3L7,,A0A1V6Q174,Q13367
,,J9P3T2,,A0A1V6Q2Q0,Q13368
,,J9P5Z3,,A0A1V6Q3M6,Q13370
,,J9P8R5,,A0A1V6Q6F3,Q13371
,,J9PAV0,,A0A1V6QBS8,Q13387
,,J9PBI0,,A0A1V6QBY8,Q13393
,,K3XDW3,,A0A1V6QES7,Q13394
,,K3XGJ0,,A0A1V6QIB2,Q13395
,,K3XJ98,,A0A1V6QIT1,Q13398
,,K3XJS1,,A0A1V6QM98,Q13402
,,K3XK92,,A0A1V6QQJ0,Q13404
,,K3XKC6,,A0A1V6QXX5,Q13405
,,K3XKF9,,A0A1V6R148,Q13409
,,K3XLA9,,A0A1V6R3V9,Q13410
,,K3XLC7,,A0A1V6REB9,Q13415
,,K3XQ07,,A0A1V6RFA9,Q13416
,,K3XS59,,A0A1V6RP13,Q13418
,,K3XSX7,,A0A1V6RYE2,Q13421
,,K3XTE3,,A0A1V6S2K4,Q13423
,,K3XV84,,A0A1V6S7G2,Q13424
,,K3XXQ2,,A0A1V6S7J9,Q13425
,,K3Y4V4,,A0A1V6SCP0,Q13426
,,K3Y5U7,,A0A1V6SKZ6,Q13427
,,K3Y606,,A0A1V6SRL3,Q13432
,,K3Y635,,A0A1V6STS9,Q13433
,,K3Y6C7,,A0A1V6T3M5,Q13435
,,K3Y7D2,,A0A1V6T4C1,Q13438
,,K3Y968,,A0A1V6T9P4,Q13442
,,K3YAD1,,A0A1V6TDD4,Q13443
,,K3YBZ3,,A0A1V6TF04,Q13444
,,K3YDQ8,,A0A1V6TF56,Q13445
,,K3YG96,,A0A1V6TJP5,Q13449
,,K3YH44,,A0A1V6TRQ4,Q13451
,,K3YJ03,,A0A1V6TSE7,Q13454
,,K3YJ24,,A0A1V6TUJ8,Q13459
,,K3YL77,,A0A1V6U8Z3,Q13461
,,K3YMC3,,A0A1V6UFF4,Q13464
,,K3YME7,,A0A1V6UKQ5,Q13467
,,K3YND6,,A0A1V6UWP7,Q13469
,,K3YQG4,,A0A1V6V6U2,Q13470
,,K3YRH5,,A0A1V6V842,Q13472
,,K3YS07,,A0A1V6Y046,Q13474
,,K3YSV7,,A0A1V6Y1X8,Q13477
,,K3YTG7,,A0A1V6YLM8,Q13478
,,K3YTI8,,A0A1V6YM52,Q13485
,,K3YTT6,,A0A1V6YQS8,Q13488
,,K3YUD1,,A0A1V6YU42,Q13489
,,K3YV69,,A0A1V6YUL9,Q13490
,,K3YWG9,,A0A1V6ZAQ3,Q13491
,,K3YWW4,,A0A1V8SER2,Q13492
,,K3Z0J2,,A0A1V8SH59,Q13496
,,K3Z392,,A0A1V8SIW5,Q13501
,,K3Z451,,A0A1V8SU09,Q13503
,,K3Z5C7,,A0A1V8SXM2,Q13505
,,K3Z5I7,,A0A1V8T1D1,Q13506
,,K3Z644,,A0A1V8T2N2,Q13507
,,K3Z7A3,,A0A1V8T3H0,Q13508
,,K3Z7K9,,A0A1V8TLI3,Q13509
,,K3Z7L4,,A0A1V8TM07,Q13510
,,K3Z7V8,,A0A1V8U2X9,Q13515
,,K3Z8P7,,A0A1V8U4Q3,Q13520
,,K3Z8Z7,,A0A1V8U9K0,Q13523
,,K3Z8Z9,,A0A1V8UCB6,Q13526
,,K3Z9J4,,A0A1V8UP41,Q13530
,,K3ZA02,,A0A1V8UPL6,Q13535
,,K3ZDA9,,A0A1V8USE1,Q13542
,,K3ZIZ7,,A0A1V8UVU8,Q13546
,,K3ZJ11,,A0A1V8UZF7,Q13547
,,K3ZL57,,A0A1V8V0R1,Q13554
,,K3ZL95,,A0A1V8V3N1,Q13555
,,K3ZL99,,A0A1V9X381,Q13557
,,K3ZNX2,,A0A1V9X3N3,Q13561
,,K3ZPE0,,A0A1V9X4P2,Q13562
,,K3ZQL1,,A0A1V9XIE1,Q13563
,,K3ZUB8,,A0A1V9XPS3,Q13564
,,K3ZUR7,,A0A1V9XYJ6,Q13568
,,K3ZV90,,A0A1V9Y0Z6,Q13569
,,K3ZVE2,,A0A1V9Y2Y3,Q13572
,,K3ZWH7,,A0A1V9YE93,Q13573
,,K4A1V2,,A0A1V9YIS6,Q13574
,,K4A557,,A0A1V9YVK3,Q13576
,,K4A594,,A0A1V9ZM87,Q13585
,,K4A5S6,,A0A1V9ZT88,Q13586
,,K4A5U0,,A0A1V9ZTA8,Q13588
,,K4A6M5,,A0A1V9ZXE1,Q13591
,,K4A7G0,,A0A1W0A3Q7,Q13596
,,K4A8C2,,A0A1W0A6G8,Q13601
,,K4AAQ6,,A0A1W0VT62,Q13606
,,K4AD38,,A0A1W0VZP5,Q13607
,,K4ADJ6,,A0A1W0W0E2,Q13608
,,K4ADU3,,A0A1W0W3B8,Q13609
,,K4ADV3,,A0A1W0WMJ5,Q13610
,,K4AE18,,A0A1W0WPN4,Q13613
,,K4AEC0,,A0A1W0WVD9,Q13614
,,K4AEH9,,A0A1W0X4M2,Q13615
,,K4AEL8,,A0A1W0XCH5,Q13616
,,K4AJN2,,A0A1W2TJB4,Q13617
,,K4ALE1,,A0A1W2TNI1,Q13618
,,K4AMK6,,A0A1W2TTQ5,Q13619
,,K4AMQ9,,A0A1W2TV69,Q13620
,,K4AMR0,,A0A1W2TVX5,Q13621
,,K4DH28,,A0A1W4WBS5,Q13625
,,K6ZZ85,,A0A1W4WBS9,Q13627
,,K7A018,,A0A1W4WJ79,Q13630
,,K7B016,,A0A1W4WLX4,Q13634
,,K7B043,,A0A1W4WMT6,Q13635
,,K7B173,,A0A1W4WMY8,Q13636
,,K7B594,,A0A1W4WS68,Q13637
,,K7BGN1,,A0A1W4WU53,Q13639
,,K7BK39,,A0A1W5CTY8,Q13641
,,K7BUP0,,A0A1W5D1G6,Q13642
,,K7BVH2,,A0A1W5D1H0,Q13643
,,K7C1Q7,,A0A1W5D614,Q13651
,,K7C559,,A0A1W7R843,Q13671
,,K7C830,,A0A1W7R854,Q13683
,,K7D040,,A0A1W7R9F1,Q13685
,,K7D4I8,,A0A1W7RAY6,Q13686
,,K7D8I3,,A0A1W7RBQ2,Q13698
,,K7DA53,,A0A1W7RBU3,Q13702
,,K7DH24,,A0A1W7RCB6,Q13705
,,K7DPB6,,A0A1W7RCC2,Q13724
,,K7DYQ4,,A0A1W7RDA0,Q13733
,,K7E1A6,,A0A1W7RDA1,Q13740
,,K7E3H1,,A0A1W7RE22,Q13751
,,K7E414,,A0A1W7RGV4,Q13753
,,K7E4N3,,A0A1W7RH26,Q13761
,,K7E4P4,,A0A1W7RI88,Q13769
,,K7E5K5,,A0A1W7RJM9,Q13772
,,K7E760,,A0A1X0NSN1,Q13790
,,K7E9I1,,A0A1X0P3E0,Q13794
,,K7EA99,,A0A1X0P6D6,Q13795
,,K7EFJ6,,A0A1X0QKQ2,Q13796
,,K7GKN4,,A0A1X0QPM6,Q13797
,,K7GLC7,,A0A1X0QQE1,Q13822
,,K7GLN7,,A0A1X0QSQ6,Q13823
,,K7GP98,,A0A1X0QT00,Q13825
,,K7GS70,,A0A1X0QXW4,Q13829
,,K7K2G2,,A0A1X0R3C4,Q13835
,,K7KAA3,,A0A1X0R3R6,Q13838
,,K7KAZ7,,A0A1X0R427,Q13867
,,K7KH35,,A0A1X0R759,Q13868
,,K7KJR6,,A0A1X0RBJ8,Q13873
,,K7KLC5,,A0A1X0RC35,Q13882
,,K7KLP9,,A0A1X0RG14,Q13884
,,K7KRW1,,A0A1X0RMX5,Q13885
,,K7KS12,,A0A1X0RPA2,Q13888
,,K7KUI8,,A0A1X0RV26,Q13889
,,K7L3Y8,,A0A1X0RWQ4,Q13895
,,K7L4K0,,A0A1X0RWT1,Q13901
,,K7L8D4,,A0A1X0S0J9,Q13905
,,K7LF33,,A0A1X0S291,Q13907
,,K7LI81,,A0A1X0S475,Q13936
,,K7LM19,,A0A1X0S5G7,Q13938
,,K7LQP6,,A0A1X0S7C8,Q13939
,,K7LQP8,,A0A1X0SAC2,Q13946
,,K7LQS9,,A0A1X0SCC7,Q13950
,,K7LW27,,A0A1X0SEV1,Q13951
,,K7LY93,,A0A1X1BNB5,Q13952
,,K7LZL3,,A0A1X1BPF0,Q13972
,,K7M511,,A0A1X2G5V7,Q13976
,,K7MA46,,A0A1X2G5W8,Q14002
,,K7MA52,,A0A1X2G6K6,Q14003
,,K7MB17,,A0A1X2GBK6,Q14004
,,K7MB82,,A0A1X2GBW5,Q14008
,,K7MC82,,A0A1X2GFA3,Q14012
,,K7MCV4,,A0A1X2GFS5,Q14019
,,K7MJB8,,A0A1X2GJS0,Q14028
,,K7ML15,,A0A1X2GPN3,Q14031
,,K7MNB0,,A0A1X2GQM2,Q14032
,,K7MNP1,,A0A1X2GQQ3,Q14088
,,K7MPB6,,A0A1X2GR60,Q14094
,,K7MTI8,,A0A1X2GRN8,Q14106
,,K7MV24,,A0A1X2H1K7,Q14108
,,K7MZ55,,A0A1X2H6L9,Q14112
,,K7N1I0,,A0A1X2H7Y6,Q14114
,,K7N1X8,,A0A1X2HA40,Q14116
,,K7U4B1,,A0A1X2HF30,Q14117
,,K7U6C1,,A0A1X2HF62,Q14118
,,K7U8F8,,A0A1X2HFY1,Q14123
,,K7U9R6,,A0A1X2HJF7,Q14126
,,K7UE59,,A0A1X2HK04,Q14129
,,K7UNX4,,A0A1X2HNV8,Q14134
,,K7UPY3,,A0A1X2HP46,Q14137
,,K7UQM6,,A0A1X2HPB2,Q14139
,,K7UW34,,A0A1X2I0H0,Q14141
,,K7V1M2,,A0A1X2I7E2,Q14142
,,K7V9F0,,A0A1X2I8E6,Q14145
,,K7VH91,,A0A1X2IEX9,Q14146
,,K7VRZ2,,A0A1X2II19,Q14147
,,K7W477,,A0A1X2IIN4,Q14149
,,K7ZRL3,,A0A1X2IL84,Q14151
,,K9J4S2,,A0A1X2ILI4,Q14152
,,K9J6H5,,A0A1X2IRI4,Q14154
,,K9J8X0,,A0A1X2IS83,Q14155
,,L7MZN5,,A0A1X2ITI7,Q14156
,,L7MZQ7,,A0A1X2IU36,Q14159
,,L7MZW0,,A0A1X2IVZ1,Q14160
,,L7MZX1,,A0A1X2IWC2,Q14161
,,L7MZY6,,A0A1X2J065,Q14162
,,L7N2Z8,,A0A1X2J1Z9,Q14164
,,L7N3Q1,,A0A1X6MJT2,Q14165
,,M0R971,,A0A1X6MNT9,Q14166
,,M0RA85,,A0A1X6MUU4,Q14168
,,M0UGH5,,A0A1X6N0Q2,Q14181
,,M0UMQ6,,A0A1X6N1N1,Q14183
,,M0USA0,,A0A1X6N600,Q14184
,,M0V8E8,,A0A1X6N795,Q14185
,,M0VJ70,,A0A1X6NEE8,Q14186
,,M0VTD1,,A0A1X6NH97,Q14188
,,M0VVK9,,A0A1X6NLJ3,Q14190
,,M0WVQ0,,A0A1X7QW89,Q14191
,,M0WZB7,,A0A1X7R476,Q14192
,,M0X1J8,,A0A1X7R4J2,Q14194
,,M0XFL5,,A0A1X7R720,Q14195
,,M0Y201,,A0A1X7R8K2,Q14197
,,M0Y4Y0,,A0A1X7R8T1,Q14201
,,M0YQC5,,A0A1X7RAR8,Q14202
,,M0YTG7,,A0A1X7RFU9,Q14203
,,M0Z1L7,,A0A1X7RHV6,Q14204
,,M0ZH33,,A0A1X7RJE4,Q14204
,,M0ZM28,,A0A1X7RQY2,Q14204
,,M0ZM83,,A0A1X7RR46,Q14204
,,M0ZMT3,,A0A1X7RRY1,Q14204
,,M0ZNH5,,A0A1X7S817,Q14204
,,M0ZPI5,,A0A1X7SE13,Q14204
,,M0ZSX3,,A0A1X7V004,Q14204
,,M0ZX68,,A0A1X7V371,Q14204
,,M0ZYU2,,A0A1X7V768,Q14204
,,M1A184,,A0A1X7VCB5,Q14204
,,M1A3Z5,,A0A1X7VET5,Q14204
,,M1A9Y7,,A0A1X7VUG3,Q14204
,,M1AAI0,,A0A1X7VVN5,Q14204
,,M1ABI5,,A0A1Y1HKY1,Q14204
,,M1ADD1,,A0A1Y1HLL7,Q14204
,,M1ADK9,,A0A1Y1HLQ6,Q14206
,,M1ADL0,,A0A1Y1HW97,Q14209
,,M1AFQ9,,A0A1Y1HXY9,Q14210
,,M1AIM2,,A0A1Y1HYH9,Q14213
,,M1AMT0,,A0A1Y1HZ72,Q14232
,,M1AN17,,A0A1Y1I2B7,Q14240
,,M1APA1,,A0A1Y1I758,Q14241
,,M1AQB5,,A0A1Y1I9W2,Q14244
,,M1AQC8,,A0A1Y1IAX8,Q14246
,,M1ARK5,,A0A1Y1IBC0,Q14249
,,M1ARR4,,A0A1Y1IC19,Q14254
,,M1B0F8,,A0A1Y1IDC2,Q14257
,,M1B157,,A0A1Y1IF03,Q14258
,,M1B388,,A0A1Y1IGG9,Q14289
,,M1B5J7,,A0A1Y1IIY9,Q14296
,,M1B7L6,,A0A1Y1IMW9,Q14314
,,M1B879,,A0A1Y1INL8,Q14315
,,M1B8P0,,A0A1Y1IQ63,Q14315
,,M1B911,,A0A1Y1ISD4,Q14315
,,M1BBP7,,A0A1Y1ITK8,Q14315
,,M1BEQ4,,A0A1Y1IU74,Q14315
,,M1BHH3,,A0A1Y1K3B2,Q14315
,,M1BK77,,A0A1Y1KH46,Q14315
,,M1BMM6,,A0A1Y1KLR0,Q14315
,,M1BQ18,,A0A1Y1KNV4,Q14318
,,M1BQ97,,A0A1Y1L0H2,Q14320
,,M1BSL2,,A0A1Y1L6Y5,Q14324
,,M1BWA5,,A0A1Y1L8E1,Q14330
,,M1BXM6,,A0A1Y1LBZ0,Q14331
,,M1BYM1,,A0A1Y1LRG2,Q14332
,,M1BYM3,,A0A1Y1M022,Q14344
,,M1C1F7,,A0A1Y1M6F3,Q14353
,,M1C262,,A0A1Y1M953,Q14376
,,M1C2H9,,A0A1Y1MCE1,Q14390
,,M1C394,,A0A1Y1MDN9,Q14392
,,M1C6R4,,A0A1Y1MG12,Q14393
,,M1C814,,A0A1Y1MN01,Q14397
,,M1CC36,,A0A1Y1MPD9,Q14406
,,M1CCC8,,A0A1Y1MSG2,Q14409
,,M1CCZ8,,A0A1Y1N0C8,Q14410
,,M1CD08,,A0A1Y1N0D0,Q14416
,,M1CEU8,,A0A1Y1QPA1,Q14432
,,M1CEU9,,A0A1Y1U695,Q14435
,,M1CGB8,,A0A1Y1U8Z7,Q14439
,,M1CKI5,,A0A1Y1UGS0,Q14442
,,M1CM44,,A0A1Y1UKI7,Q14444
,,M1CN10,,A0A1Y1UKP4,Q14449
,,M1CNE4,,A0A1Y1ULR9,Q14451
,,M1CNN5,,A0A1Y1UM60,Q14457
,,M1CNW9,,A0A1Y1UNA6,Q14469
,,M1CQN8,,A0A1Y1UT70,Q14493
,,M1CS98,,A0A1Y1V0P8,Q14500
,,M1CTP2,,A0A1Y1V258,Q14507
,,M1CV29,,A0A1Y1V3A0,Q14508
,,M1CVP9,,A0A1Y1V655,Q14511
,,M1CVQ0,,A0A1Y1VEG1,Q14512
,,M1CWI2,,A0A1Y1VQK4,Q14515
,,M1CWQ6,,A0A1Y1VYM1,Q14517
,,M1D152,,A0A1Y1WE04,Q14517
,,M1D1F9,,A0A1Y1WF36,Q14517
,,M1D1T8,,A0A1Y1XCV9,Q14517
,,M1D1Y3,,A0A1Y1XH65,Q14517
,,M1D5F6,,A0A1Y1Y6D8,Q14517
,,M1D7P6,,A0A1Y1YKS3,Q14517
,,M1D7Q6,,A0A1Y1YLW0,Q14517
,,M1DB82,,A0A1Y1YUR8,Q14517
,,M1DHX3,,A0A1Y1YXA6,Q14517
,,M1DHX6,,A0A1Y1Z069,Q14517
,,M1DK31,,A0A1Y1Z343,Q14517
,,M1DP66,,A0A1Y1Z3P4,Q14517
,,M3VUQ3,,A0A1Y1Z6I8,Q14517
,,M3VV41,,A0A1Y1ZH59,Q14517
,,M3VVT1,,A0A1Y1ZMB2,Q14517
,,M3VXF6,,A0A1Y1ZMX8,Q14517
,,M3VXK9,,A0A1Y2A1Z5,Q14520
,,M3VZB4,,A0A1Y2AFM9,Q14524
,,M3VZD9,,A0A1Y2APW5,Q14525
,,M3VZH0,,A0A1Y2AQC4,Q14527
,,M3VZK2,,A0A1Y2B414,Q14532
,,M3VZL4,,A0A1Y2BHC0,Q14533
,,M3W0K6,,A0A1Y2BHQ6,Q14534
,,M3W1D9,,A0A1Y2BL62,Q14541
,,M3W1N8,,A0A1Y2BLF7,Q14542
,,M3W1V9,,A0A1Y2C192,Q14554
,,M3W3G2,,A0A1Y2C2P1,Q14558
,,M3W3N1,,A0A1Y2C2R3,Q14562
,,M3W4P1,,A0A1Y2C309,Q14563
,,M3W4R8,,A0A1Y2C5D9,Q14565
,,M3W5F0,,A0A1Y2C8B0,Q14566
,,M3W5U8,,A0A1Y2CAA9,Q14568
,,M3W7Q3,,A0A1Y2CGQ1,Q14571
,,M3W8C2,,A0A1Y2CSL8,Q14571
,,M3W8R2,,A0A1Y2CSY7,Q14571
,,M3W9C9,,A0A1Y2CXF9,Q14571
,,M3W9R4,,A0A1Y2DBN0,Q14571
,,M3W9Z9,,A0A1Y2DG40,Q14571
,,M3WA12,,A0A1Y2DLY1,Q14571
,,M3WA81,,A0A1Y2DPQ4,Q14573
,,M3WAG6,,A0A1Y2DTD7,Q14574
,,M3WCS2,,A0A1Y2DV46,Q14576
,,M3WD03,,A0A1Y2DYS7,Q14582
,,M3WD05,,A0A1Y2E0U7,Q14584
,,M3WEX6,,A0A1Y2E6E1,Q14585
,,M3WFN8,,A0A1Y2E7P7,Q14592
,,M3WFR4,,A0A1Y2E7T6,Q14593
,,M3WG40,,A0A1Y2EGI9,Q14596
,,M3WGH7,,A0A1Y2ELT9,Q14623
,,M3WHE2,,A0A1Y2F416,Q14624
,,M3WHM4,,A0A1Y2FIE0,Q14626
,,M3WI23,,A0A1Y2FKL6,Q14627
,,M3WIX1,,A0A1Y2FPS1,Q14642
,,M3WK82,,A0A1Y2FQ55,Q14643
,,M3WLG9,,A0A1Y2FQB9,Q14643
,,M3WM13,,A0A1Y2FW38,Q14643
,,M3WMD2,,A0A1Y2FXU5,Q14643
,,M3WNQ6,,A0A1Y2FY20,Q14643
,,M3WPD5,,A0A1Y2G407,Q14644
,,M3WPJ0,,A0A1Y2G6E9,Q14651
,,M3WRD8,,A0A1Y2GAI9,Q14653
,,M3WRR6,,A0A1Y2GAY6,Q14654
,,M3WSZ2,,A0A1Y2GEG0,Q14656
,,M3WT44,,A0A1Y2GJ54,Q14657
,,M3WTG4,,A0A1Y2GJB9,Q14667
,,M3WTG7,,A0A1Y2GTI8,Q14669
,,M3WTH6,,A0A1Y2HFH0,Q14671
,,M3WUP3,,A0A1Y2HYC9,Q14674
,,M3WV44,,A0A1Y2HZ31,Q14676
,,M3WVB8,,A0A1Y2I2X9,Q14677
,,M3WVH8,,A0A1Y2ICG4,Q14678
,,M3WX47,,A0A1Y2ICV3,Q14679
,,M3WXC7,,A0A1Y2IQ15,Q14680
,,M3WYQ0,,A0A1Y2IRP5,Q14681
,,M3WZB6,,A0A1Y2IUQ2,Q14683
,,M3X176,,A0A1Y2IWP1,Q14684
,,M3X1K0,,A0A1Y2IX77,Q14689
,,M3X2D8,,A0A1Y2IXA4,Q14690
,,M3X456,,A0A1Y2IXD7,Q14691
,,M3X5V5,,A0A1Y2IZR0,Q14692
,,M3X7V6,,A0A1Y2LMC7,Q14693
,,M3X867,,A0A1Y2LT84,Q14694
,,M3X8B7,,A0A1Y2LUC7,Q14696
,,M3X8G0,,A0A1Y2LUT7,Q14697
,,M3X8R9,,A0A1Y2LUU3,Q14699
,,M3X900,,A0A1Y2LW83,Q14703
,,M3X9B8,,A0A1Y2LYR2,Q14714
,,M3X9Y1,,A0A1Y2TBJ8,Q14721
,,M3XAJ8,,A0A1Y2TJ71,Q14722
,,M3XBN7,,A0A1Y2TKR4,Q14728
,,M3XCX5,,A0A1Y2TUL9,Q14738
,,M3XDT6,,A0A1Y2TWP6,Q14739
,,M3XEC4,,A0A1Y2TX18,Q14746
,,M3XEK9,,A0A1Y2U495,Q14749
,,M3XET5,,A0A1Y2UAY3,Q14764
,,M3XEW9,,A0A1Y2UGH2,Q14765
,,M3XGB9,,A0A1Y2UTH2,Q14773
,,M4C7S1,,A0A1Y2UZL0,Q14789
,,M4C8H6,,A0A1Y2V0U9,Q14789
,,M4C905,,A0A1Y2V5Z2,Q14789
,,M4C9A0,,A0A1Y2V703,Q14789
,,M4CAQ6,,A0A1Y2V8M8,Q14789
,,M4CBD9,,A0A1Y2VDB9,Q14789
,,M4CBG3,,A0A1Y2VUZ1,Q14789
,,M4CCN0,,A0A1Y2W2Q2,Q14789
,,M4CD95,,A0A1Y2W950,Q14789
,,M4CDC7,,A0A1Y2WC38,Q14790
,,M4CDN1,,A0A1Y2WEX5,Q147U1
,,M4CE10,,A0A1Y2WG54,Q147U7
,,M4CG01,,A0A1Y2WIY3,Q147X3
,,M4CG47,,A0A1Y2WKA9,Q14807
,,M4CGI2,,A0A1Y2WMK5,Q14831
,,M4CGZ0,,A0A1Y2WT46,Q14832
,,M4CIP8,,A0A1Y2WWA9,Q14833
,,M4CJU4,,A0A1Y2WWD2,Q14839
,,M4CKZ3,,A0A1Y2WZS0,Q14847
,,M4CL49,,A0A1Y2X4Q4,Q14849
,,M4CLP1,,A0A1Y2XD94,Q14863
,,M4CMV3,,A0A1Y2XG55,Q14865
,,M4CN54,,A0A1Y3ALY1,Q14894
,,M4CN94,,A0A1Y3AWW6,Q14896
,,M4CN97,,A0A1Y3AYC8,Q14914
,,M4CPE3,,A0A1Y3B460,Q14916
,,M4CPH4,,A0A1Y3B4S7,Q14919
,,M4CQI1,,A0A1Y3B6A3,Q14929
,,M4CQS4,,A0A1Y3BBI3,Q14934
,,M4CR00,,A0A1Y3BBZ9,Q14938
,,M4CS76,,A0A1Y3BH18,Q14940
,,M4CS86,,A0A1Y3BUP2,Q14943
,,M4CSI5,,A0A1Y3EC66,Q14952
,,M4CUB6,,A0A1Y3ED01,Q14953
,,M4CUF2,,A0A1Y3EE23,Q14954
,,M4CUF3,,A0A1Y3EFM8,Q14956
,,M4CW65,,A0A1Y3ESM3,Q14957
,,M4CWV3,,A0A1Y3EST2,Q14964
,,M4CYR8,,A0A1Y3MYB3,Q14966
,,M4CZ99,,A0A1Y3N6H0,Q14973
,,M4CZC3,,A0A1Y3NCH2,Q14974
,,M4D0B4,,A0A1Y3ND42,Q14982
,,M4D103,,A0A1Y3NNC3,Q14993
,,M4D1P2,,A0A1Y3NP50,Q14994
,,M4D1Q3,,A0A1Y5IGI0,Q14995
,,M4D3A9,,A0A1Y6L672,Q14997
,,M4D4W7,,A0A1Y6L9S9,Q14999
,,M4D6M5,,A0A1Y6LAM6,Q149M9
,,M4D7Q2,,A0A1Y6LGN0,Q149N8
,,M4D9T1,,A0A1Y6LHK0,Q14BN4
,,M4DAA7,,A0A1Y6LJF9,Q14C86
,,M4DD53,,A0A1Y6LXI5,Q14C87
,,M4DDD1,,A0A1Y9G9P8,Q14CB8
,,M4DDM1,,A0A1Y9J0E7,Q14CM0
,,M4DEZ5,,A0A1Z5JH41,Q14CN2
,,M4DF14,,A0A1Z5JMG6,Q14CN4
,,M4DG37,,A0A1Z5K137,Q14CX5
,,M4DG40,,A0A1Z5K7I8,Q14CX7
,,M4DHA0,,A0A1Z5KWM7,Q14CZ7
,,M4DHB7,,A0A1Z5KXE1,Q14CZ8
,,M4DK70,,A0A1Z5L106,Q14D04
,,M4DNS4,,A0A1Z5L2N8,Q14DG7
,,M4DNY3,,A0A1Z5L319,Q15006
,,M4DPZ3,,A0A1Z5L5P8,Q15007
,,M4DQE1,,A0A1Z5L5W1,Q15008
,,M4DTH4,,A0A1Z5L6R6,Q15013
,,M4DUB8,,A0A1Z5LFT8,Q15014
,,M4DVB1,,A0A1Z5R3I9,Q15018
,,M4DVB3,,A0A1Z5R4K9,Q15019
,,M4DVG3,,A0A1Z5RKE7,Q15020
,,M4DW79,,A0A1Z5RM22,Q15021
,,M4DYV1,,A0A1Z5RPT5,Q15022
,,M4DYX9,,A0A1Z5S4U0,Q15024
,,M4DYZ5,,A0A1Z5S6W9,Q15025
,,M4E0L3,,A0A1Z5SMI9,Q15027
,,M4E131,,A0A1Z5SNA2,Q15029
,,M4E245,,A0A1Z5SPU3,Q15031
,,M4E249,,A0A1Z5SW51,Q15034
,,M4E265,,A0A1Z5SYA2,Q15035
,,M4E3I6,,A0A1Z5T454,Q15036
,,M4E413,,A0A1Z5T5B3,Q15040
,,M4E609,,A0A1Z5TMX9,Q15042
,,M4E6L2,,A0A1Z5TN58,Q15043
